Date,TransactionID,ProductID,Quantity,UnitPrice,StoreLocation,PaymentType,PromotionApplied,Weather,Temperature,StaffPerformanceRating,CustomerFeedback,DeliveryTime_min,OrderType,CustomerID,StaffID,DayOfWeek,TotalSales
2023-01-08 02:00:00,170,0,4,18.080725076705114,West,Credit Card,False,Rainy,25.793545929486346,Good,Negative,44,In Store,170,170,Sunday,72.32290030682046
2023-01-08 03:00:00,171,7,3,12.908392712597005,North,Cash,False,Cloudy,27.272881095741557,Poor,Neutral,40,Phone Order,171,171,Sunday,38.725178137791005
2023-01-08 04:00:00,172,1,3,14.488161649487418,East,Credit Card,False,Sunny,25.324926737209125,Poor,Negative,40,In Store,172,172,Sunday,43.46448494846226
2023-01-08 05:00:00,173,7,1,14.667054156815505,East,Credit Card,True,Sunny,24.81068247476441,Poor,Positive,34,Phone Order,173,173,Sunday,14.667054156815505
2023-01-08 06:00:00,174,0,1,17.29696707477091,South,Online,False,Sunny,34.45874018109782,Poor,Negative,56,Phone Order,174,174,Sunday,17.29696707477091
2023-01-08 07:00:00,175,7,5,10.001109832386655,West,Cash,True,Sunny,29.62369521865092,Poor,Negative,42,Online Order,175,175,Sunday,50.00554916193329
2023-01-08 08:00:00,176,6,5,15.9957678478999,East,Credit Card,False,Sunny,20.351494330510825,Excellent,Positive,34,Online Order,176,176,Sunday,79.97883923949951
2023-01-08 09:00:00,177,1,2,12.928671645832956,South,Online,False,Cloudy,26.452638626664697,Average,Positive,25,In Store,177,177,Sunday,25.857343291665916
2023-01-08 10:00:00,178,7,5,16.900910214580215,North,Credit Card,True,Rainy,33.12513049615956,Good,unknown,24,Online Order,178,178,Sunday,84.50455107290108
2023-01-08 11:00:00,179,3,2,19.858190491552,North,Credit Card,False,Sunny,24.52184279616002,Poor,Neutral,37,Online Order,179,179,Sunday,39.716380983104
2023-01-08 12:00:00,180,4,4,8.009765261056419,East,Online,False,Rainy,21.418345171615822,Good,Neutral,51,Online Order,180,180,Sunday,32.03906104422568
2023-01-08 13:00:00,181,8,1,19.919729623399967,East,Online,True,Cloudy,31.37577157384877,Excellent,unknown,55,Online Order,181,181,Sunday,19.919729623399967
2023-01-08 14:00:00,182,4,4,6.347182314241611,West,Cash,False,Cloudy,27.154342182681738,Average,Positive,33,Online Order,182,182,Sunday,25.38872925696644
2023-01-08 15:00:00,183,4,5,5.034763218572208,West,Credit Card,True,Sunny,28.55468761739756,Poor,Negative,59,In Store,183,183,Sunday,25.17381609286104
2023-01-08 16:00:00,184,5,4,5.662429042667469,East,Online,False,Cloudy,20.80364839411112,Excellent,Negative,32,In Store,184,184,Sunday,22.64971617066988
2023-01-08 17:00:00,185,6,4,10.126736071051424,South,Online,False,Rainy,22.10748514693276,Excellent,Negative,41,Online Order,185,185,Sunday,40.5069442842057
2023-01-08 18:00:00,186,3,4,14.493594960176512,West,Cash,True,Sunny,29.33824094319671,Average,Neutral,20,Online Order,186,186,Sunday,57.97437984070605
2023-01-08 19:00:00,187,2,5,6.035443113317744,East,Cash,False,Sunny,23.117357621882537,Poor,Positive,24,In Store,187,187,Sunday,30.17721556658872
2023-01-08 20:00:00,188,7,4,5.084987217943509,West,Online,True,Rainy,27.56105119622637,Average,Positive,16,Phone Order,188,188,Sunday,20.33994887177404
2023-01-08 21:00:00,189,8,2,19.05636542688192,East,Cash,True,Sunny,28.173225290440904,Average,Positive,38,In Store,189,189,Sunday,38.11273085376384
2023-01-08 22:00:00,190,1,5,17.328899539098945,North,Online,True,Sunny,27.154342182681738,Good,Negative,52,Phone Order,190,190,Sunday,86.64449769549472
2023-01-08 23:00:00,191,3,4,17.137747567085466,East,Credit Card,False,Rainy,34.22637733312239,Good,Neutral,42,Online Order,191,191,Sunday,68.55099026834186
2023-01-09 00:00:00,192,0,5,18.266364132529656,North,Cash,False,Sunny,32.63696160253363,Average,Positive,42,Online Order,192,192,Monday,91.33182066264828
2023-01-09 01:00:00,193,2,3,15.500514091581566,West,Credit Card,True,Sunny,30.83560261449197,Good,Neutral,59,In Store,193,193,Monday,46.5015422747447
2023-01-09 02:00:00,194,5,2,6.566061946221222,East,Credit Card,False,Rainy,21.169907996141134,Excellent,Positive,53,Online Order,194,194,Monday,13.132123892442443
2023-01-09 03:00:00,195,5,4,10.986502821105846,West,Credit Card,False,Cloudy,27.154342182681738,Average,Neutral,16,Phone Order,195,195,Monday,43.946011284423385
2023-01-09 04:00:00,196,3,3,15.847242296969442,North,Online,False,Rainy,27.391720187974336,Poor,Positive,19,Phone Order,196,196,Monday,47.54172689090833
2023-01-09 05:00:00,197,4,3,9.205016911872814,East,Credit Card,True,Sunny,22.410700237864784,Poor,Neutral,25,In Store,197,197,Monday,27.615050735618443
2023-01-09 06:00:00,198,0,5,15.311095462043564,West,Credit Card,False,Rainy,34.673981952942114,Excellent,Positive,24,Phone Order,198,198,Monday,76.55547731021782
2023-01-09 07:00:00,199,5,3,5.367476724014785,North,Credit Card,True,Sunny,22.37780351041114,Poor,Positive,57,In Store,199,199,Monday,16.102430172044354
2023-01-09 08:00:00,200,8,2,9.5920601131939,West,Online,False,Sunny,27.31201753195961,Poor,Neutral,16,In Store,200,200,Monday,19.1841202263878
2023-01-09 09:00:00,201,5,2,13.23695504415759,South,Credit Card,False,Rainy,25.461815852622586,Average,unknown,29,Phone Order,201,201,Monday,26.47391008831518
2023-01-09 10:00:00,202,1,1,14.481347442593634,North,Credit Card,True,Sunny,29.590796321811467,Excellent,Negative,53,Phone Order,202,202,Monday,14.481347442593634
2023-01-09 11:00:00,203,7,2,13.655609966928662,North,Cash,False,Cloudy,21.93554613334137,Average,Neutral,55,Phone Order,203,203,Monday,27.311219933857323
2023-01-09 12:00:00,204,5,3,15.466344141101445,North,Online,True,Sunny,26.454746420635864,Excellent,Positive,51,Phone Order,204,204,Monday,46.39903242330433
2023-01-09 13:00:00,205,1,2,5.091331223597586,East,Credit Card,False,Rainy,24.120575492107157,Average,Positive,21,Phone Order,205,205,Monday,10.182662447195172
2023-01-09 14:00:00,206,3,5,6.514117999662823,East,Cash,True,Cloudy,33.31627287007532,Average,Neutral,34,Phone Order,206,206,Monday,32.57058999831411
2023-01-09 15:00:00,207,3,1,18.03416378418717,East,Online,False,Cloudy,20.608785682020425,Good,Negative,48,Phone Order,207,207,Monday,18.03416378418717
2023-01-09 16:00:00,208,2,3,15.226229661352418,South,Online,False,Sunny,33.705912410096886,Poor,Neutral,49,Online Order,208,208,Monday,45.67868898405725
2023-01-09 17:00:00,209,5,1,6.69397464029017,South,Online,False,Rainy,32.494912078295,Excellent,Positive,48,In Store,209,209,Monday,6.69397464029017
2023-01-09 18:00:00,210,8,3,17.63111656097869,North,Online,True,Sunny,24.46356074661223,Poor,Positive,36,In Store,210,210,Monday,52.89334968293607
2023-01-09 19:00:00,211,5,5,8.633468267368503,South,Online,True,Sunny,27.154342182681738,Good,Negative,45,Phone Order,211,211,Monday,43.16734133684251
2023-01-09 20:00:00,212,8,1,12.173898262928352,West,Online,True,Rainy,20.46820340508121,Excellent,Neutral,37,In Store,212,212,Monday,12.173898262928352
2023-01-09 21:00:00,213,6,4,7.177947693269904,North,Credit Card,False,Rainy,27.154342182681738,Good,Positive,33,Phone Order,213,213,Monday,28.711790773079617
2023-01-09 22:00:00,214,2,3,15.6516508463256,North,Credit Card,True,Sunny,27.89892413884684,Poor,Positive,18,Online Order,214,214,Monday,46.9549525389768
2023-01-09 23:00:00,215,6,4,15.002816315214018,West,Credit Card,True,Cloudy,24.54921539098168,Average,Positive,38,In Store,215,215,Monday,60.01126526085607
2023-01-10 00:00:00,216,5,1,8.166687067492042,North,Credit Card,True,Sunny,25.43874818892016,Good,Neutral,34,In Store,216,216,Tuesday,8.166687067492042
2023-01-10 01:00:00,217,2,4,17.951011502855028,South,Cash,True,Cloudy,20.99608030190746,Good,Neutral,53,Online Order,217,217,Tuesday,71.80404601142011
2023-01-10 02:00:00,218,6,4,11.019590363295682,East,Credit Card,True,Sunny,34.84024271063059,Average,Negative,42,Online Order,218,218,Tuesday,44.07836145318273
2023-01-10 03:00:00,219,4,1,9.387726366061129,West,Online,True,Rainy,20.589379177260387,Poor,Positive,53,Online Order,219,219,Tuesday,9.387726366061129
2023-01-10 04:00:00,220,5,5,7.284943841968031,South,Credit Card,True,Cloudy,29.823606847217885,Good,Positive,31,In Store,220,220,Tuesday,36.42471920984016
2023-01-10 05:00:00,221,6,4,8.992520187733062,West,Credit Card,True,Rainy,26.641038915596877,Poor,Negative,33,In Store,221,221,Tuesday,35.97008075093225
2023-01-10 06:00:00,222,4,4,5.330403818357255,West,Online,True,Rainy,34.23374327283072,Average,Positive,49,Online Order,222,222,Tuesday,21.32161527342902
2023-01-10 07:00:00,223,4,5,13.748862386841733,North,Credit Card,True,Rainy,23.689996104601928,Excellent,Negative,46,Online Order,223,223,Tuesday,68.74431193420867
2023-01-10 08:00:00,224,3,4,17.63346119515922,North,Credit Card,False,Rainy,27.98130235907017,Good,Negative,53,Online Order,224,224,Tuesday,70.53384478063688
2023-01-10 09:00:00,225,5,4,13.234706741624628,South,Credit Card,False,Rainy,27.23534312874129,Poor,Positive,49,Online Order,225,225,Tuesday,52.93882696649851
2023-01-10 10:00:00,226,4,4,8.289109428858136,West,Cash,True,Sunny,30.54299666075152,Average,Neutral,44,Online Order,226,226,Tuesday,33.156437715432546
2023-01-10 11:00:00,227,3,2,5.505037673208091,North,Credit Card,False,Cloudy,21.020153479286307,Average,Neutral,31,Phone Order,227,227,Tuesday,11.010075346416182
2023-01-10 12:00:00,228,6,5,8.219421098882043,North,Online,False,Sunny,22.90683695035032,Good,Neutral,56,Online Order,228,228,Tuesday,41.097105494410215
2023-01-10 13:00:00,229,1,4,11.241821421066383,West,Online,True,Sunny,23.218472301392747,Excellent,Neutral,43,Phone Order,229,229,Tuesday,44.96728568426554
2023-01-10 14:00:00,230,5,5,16.394171430496947,South,Credit Card,True,Sunny,31.072261322625344,Good,Positive,20,In Store,230,230,Tuesday,81.97085715248474
2023-01-10 15:00:00,231,2,3,7.817642788066612,South,Credit Card,True,Rainy,22.8370804449011,Poor,Negative,31,In Store,231,231,Tuesday,23.452928364199835
2023-01-10 16:00:00,232,8,3,15.796871800320291,West,Credit Card,False,Sunny,28.60237645836465,Average,Negative,31,Phone Order,232,232,Tuesday,47.39061540096088
2023-01-10 17:00:00,233,8,4,18.004002025278254,South,Online,True,Cloudy,23.228657307514304,Excellent,Positive,28,Online Order,233,233,Tuesday,72.01600810111302
2023-01-10 18:00:00,234,6,5,11.809202721625356,North,Online,False,Sunny,32.92437425125968,Poor,Neutral,38,In Store,234,234,Tuesday,59.04601360812678
2023-01-10 19:00:00,235,6,5,17.3214798746389,West,Cash,True,Rainy,34.13278181734458,Good,Negative,51,Online Order,235,235,Tuesday,86.6073993731945
2023-01-10 20:00:00,236,4,5,13.319860220526431,North,Cash,False,Cloudy,27.154342182681738,Average,Positive,54,Online Order,236,236,Tuesday,66.59930110263217
2023-01-10 21:00:00,237,5,2,14.556362556213577,East,Cash,False,Cloudy,25.284633263137675,Good,Positive,53,Phone Order,237,237,Tuesday,29.11272511242715
2023-01-10 22:00:00,238,8,3,12.89417690507304,East,Online,True,Cloudy,23.510866625262487,Excellent,Neutral,46,In Store,238,238,Tuesday,38.68253071521912
2023-01-10 23:00:00,239,8,5,11.947590751270129,South,Cash,True,Cloudy,20.746715022845656,Excellent,Positive,50,In Store,239,239,Tuesday,59.73795375635064
2023-01-11 00:00:00,240,4,5,8.51980162663774,East,Credit Card,False,Sunny,24.02750114296243,Excellent,Negative,51,Phone Order,240,240,Wednesday,42.599008133188704
2023-01-11 01:00:00,241,8,2,9.547910891915691,North,Credit Card,False,Rainy,29.81353669917977,Excellent,Negative,28,Online Order,241,241,Wednesday,19.095821783831383
2023-01-11 02:00:00,242,2,2,9.349551784154135,East,Online,True,Cloudy,28.004253969638164,Excellent,Positive,41,Online Order,242,242,Wednesday,18.69910356830827
2023-01-11 03:00:00,243,5,5,13.44933396430722,North,Cash,True,Cloudy,34.16061917421391,Good,Negative,33,In Store,243,243,Wednesday,67.2466698215361
2023-01-11 04:00:00,244,7,1,6.799305395358349,South,Credit Card,False,Rainy,25.94415893737551,Excellent,Positive,45,Phone Order,244,244,Wednesday,6.799305395358349
2023-01-11 05:00:00,245,8,5,18.751875360535028,South,Online,True,Sunny,30.40795013492592,Excellent,Negative,23,Phone Order,245,245,Wednesday,93.75937680267512
2023-01-11 06:00:00,246,6,5,15.8098271792467,North,Cash,False,Cloudy,27.33984121212682,Average,Neutral,52,Online Order,246,246,Wednesday,79.0491358962335
2023-01-11 07:00:00,247,2,2,11.021684463697904,East,Credit Card,True,Sunny,27.688643238863172,Excellent,Negative,31,Online Order,247,247,Wednesday,22.04336892739581
2023-01-11 08:00:00,248,8,2,7.379362167895669,South,Cash,True,Sunny,24.016614719061764,Average,unknown,33,Phone Order,248,248,Wednesday,14.75872433579134
2023-01-11 09:00:00,249,2,5,18.229882545824537,West,Online,True,Sunny,27.154342182681738,Average,Neutral,58,In Store,249,249,Wednesday,91.14941272912267
2023-01-11 10:00:00,250,3,5,17.356671351517477,South,Cash,False,Sunny,27.154342182681738,Average,Positive,18,Online Order,250,250,Wednesday,86.78335675758738
2023-01-11 11:00:00,251,7,5,15.82582329075769,East,Online,True,Cloudy,30.59963782623401,Good,Neutral,25,Phone Order,251,251,Wednesday,79.12911645378844
2023-01-11 12:00:00,252,0,2,9.073205711168637,West,Cash,False,Cloudy,34.10959998779171,Good,Negative,36,Phone Order,252,252,Wednesday,18.146411422337277
2023-01-11 13:00:00,253,6,5,11.036699561505037,East,Credit Card,True,Sunny,24.93981916223756,Poor,Negative,18,Phone Order,253,253,Wednesday,55.18349780752517
2023-01-11 14:00:00,254,6,5,6.54122378678635,North,Online,False,Sunny,20.63300702871948,Poor,Neutral,31,In Store,254,254,Wednesday,32.70611893393175
2023-01-11 15:00:00,255,5,4,7.835592870912976,West,Online,False,Rainy,27.4444268825096,Average,Positive,22,Online Order,255,255,Wednesday,31.342371483651903
2023-01-11 16:00:00,256,2,1,16.745249559750995,East,Online,True,Rainy,28.16691998223753,Good,Neutral,48,Online Order,256,256,Wednesday,16.745249559750995
2023-01-11 17:00:00,257,4,3,15.725580782760256,West,Cash,False,Rainy,22.52660826697873,Excellent,Negative,25,Online Order,257,257,Wednesday,47.17674234828077
2023-01-11 18:00:00,258,6,1,13.90228644463902,East,Cash,False,Cloudy,31.406969094141,Poor,Negative,45,In Store,258,258,Wednesday,13.90228644463902
2023-01-11 19:00:00,259,2,4,18.435900888892597,West,Credit Card,False,Rainy,34.77393662662237,Good,Neutral,25,Online Order,259,259,Wednesday,73.74360355557037
2023-01-11 20:00:00,260,2,3,13.74899776719568,East,Online,False,Cloudy,34.18662075512691,Excellent,Neutral,52,Online Order,260,260,Wednesday,41.24699330158704
2023-01-11 21:00:00,261,1,5,12.00451999945416,North,Online,True,Cloudy,22.95659058235478,Excellent,Neutral,35,Online Order,261,261,Wednesday,60.0225999972708
2023-01-11 22:00:00,262,1,4,10.10556119458644,West,Cash,True,Cloudy,33.13044859851141,Good,Negative,44,Online Order,262,262,Wednesday,40.42224477834576
2023-01-11 23:00:00,263,0,5,19.106727586042588,West,Cash,True,Cloudy,30.56740454617527,Poor,Negative,24,In Store,263,263,Wednesday,95.53363793021292
2023-01-12 00:00:00,264,3,2,6.240731922865303,West,Credit Card,False,Rainy,26.807698457103672,Good,Negative,40,Phone Order,264,264,Thursday,12.481463845730604
2023-01-12 01:00:00,265,0,4,18.963310580912125,West,Credit Card,False,Sunny,27.154342182681738,Poor,Positive,41,Phone Order,265,265,Thursday,75.8532423236485
2023-01-12 02:00:00,266,8,2,17.400719898965274,North,Cash,True,Sunny,32.74400262473687,Average,Negative,22,Online Order,266,266,Thursday,34.80143979793055
2023-01-12 03:00:00,267,4,4,6.94894886803552,West,Online,True,Sunny,27.2020240945756,Good,unknown,53,Online Order,267,267,Thursday,27.79579547214208
2023-01-12 04:00:00,268,8,4,13.474765365128803,South,Credit Card,False,Rainy,25.598110536576904,Good,Positive,22,Online Order,268,268,Thursday,53.89906146051521
2023-01-12 05:00:00,269,8,2,17.998219726236304,North,Cash,True,Sunny,27.398712395389783,Poor,Positive,22,In Store,269,269,Thursday,35.99643945247261
2023-01-12 06:00:00,270,5,3,13.577137454107303,South,Cash,True,Rainy,28.68694706052574,Poor,Positive,48,Online Order,270,270,Thursday,40.73141236232192
2023-01-12 07:00:00,271,8,1,18.607997323409336,West,Online,False,Rainy,22.83616480667523,Good,Positive,30,In Store,271,271,Thursday,18.607997323409336
2023-01-12 08:00:00,272,0,5,19.14475725224064,East,Cash,True,Rainy,33.51361595400486,Excellent,Positive,55,Online Order,272,272,Thursday,95.7237862612032
2023-01-12 09:00:00,273,6,4,11.335767832764589,South,Cash,False,Sunny,30.112804232444205,Excellent,Positive,27,Online Order,273,273,Thursday,45.343071331058354
2023-01-12 10:00:00,274,6,5,10.659704921094852,West,Credit Card,True,Sunny,29.49903376006233,Excellent,Neutral,37,Phone Order,274,274,Thursday,53.29852460547427
2023-01-12 11:00:00,275,1,2,19.04481730953735,South,Cash,False,Sunny,21.49244339270957,Average,Neutral,26,Online Order,275,275,Thursday,38.0896346190747
2023-01-12 12:00:00,276,4,5,15.127100917245022,West,Cash,False,Cloudy,29.06260907258888,Average,Neutral,41,In Store,276,276,Thursday,75.63550458622511
2023-01-12 13:00:00,277,4,2,6.74034022022254,West,Credit Card,False,Rainy,21.814409933577384,Poor,Neutral,36,Phone Order,277,277,Thursday,13.48068044044508
2023-01-12 14:00:00,278,5,5,5.634376238340218,West,Online,False,Cloudy,21.180465127930987,Average,Negative,46,In Store,278,278,Thursday,28.17188119170109
2023-01-12 15:00:00,279,0,1,13.469435764958948,East,Online,False,Rainy,27.9096634346359,Excellent,Positive,41,Phone Order,279,279,Thursday,13.469435764958948
2023-01-12 16:00:00,280,1,1,18.952564481576367,South,Credit Card,True,Sunny,26.041783010697426,Good,Negative,16,In Store,280,280,Thursday,18.952564481576367
2023-01-12 17:00:00,281,4,1,17.663730536087275,North,Credit Card,True,Rainy,27.154342182681738,Average,Positive,59,Phone Order,281,281,Thursday,17.663730536087275
2023-01-12 18:00:00,282,6,1,15.137716196965046,North,Online,True,Rainy,21.33833252085858,Average,Positive,47,In Store,282,282,Thursday,15.137716196965046
2023-01-12 19:00:00,283,8,1,7.086737733366313,North,Online,False,Cloudy,26.46474594270888,Excellent,Negative,40,In Store,283,283,Thursday,7.086737733366313
2023-01-12 20:00:00,284,8,1,8.813470756230434,North,Online,True,Rainy,27.154342182681738,Average,Neutral,42,Online Order,284,284,Thursday,8.813470756230434
2023-01-12 21:00:00,285,1,2,18.13266839828924,West,Online,False,Sunny,34.80650128886175,Poor,Negative,33,Phone Order,285,285,Thursday,36.26533679657848
2023-01-12 22:00:00,286,0,4,7.742108549853507,South,Online,False,Rainy,28.417253186527617,Good,Negative,57,Phone Order,286,286,Thursday,30.968434199414027
2023-01-12 23:00:00,287,0,5,9.176591123756518,South,Credit Card,True,Rainy,30.31155291411301,Excellent,Positive,19,Online Order,287,287,Thursday,45.88295561878259
2023-01-13 00:00:00,288,3,1,6.944009767931629,East,Cash,False,Rainy,24.88127421023912,Poor,Positive,47,In Store,288,288,Friday,6.944009767931629
2023-01-13 01:00:00,289,7,2,15.141623471216167,South,Online,True,Cloudy,21.421083721690163,Excellent,Positive,34,In Store,289,289,Friday,30.28324694243233
2023-01-13 02:00:00,290,4,2,19.159734580448145,South,Online,False,Rainy,34.63806294175305,Poor,Neutral,44,Phone Order,290,290,Friday,38.31946916089629
2023-01-13 03:00:00,291,0,2,9.03452047393079,South,Cash,False,Rainy,24.293885530747747,Good,Negative,59,In Store,291,291,Friday,18.06904094786158
2023-01-13 04:00:00,292,6,4,12.131099117751106,East,Cash,True,Cloudy,26.35712277760361,Good,Negative,22,Phone Order,292,292,Friday,48.52439647100442
2023-01-13 05:00:00,293,1,5,14.515096095668063,North,Cash,False,Cloudy,29.747958825538625,Poor,Neutral,52,Phone Order,293,293,Friday,72.57548047834032
2023-01-13 06:00:00,294,3,4,19.991993723234454,South,Cash,True,Cloudy,20.37045946529167,Poor,Negative,31,In Store,294,294,Friday,79.96797489293783
2023-01-13 07:00:00,295,2,3,6.572120974963582,East,Cash,False,Cloudy,27.154342182681738,Poor,Negative,58,In Store,295,295,Friday,19.716362924890745
2023-01-13 08:00:00,296,5,2,12.478561992585638,East,Cash,True,Sunny,27.154342182681738,Poor,Positive,15,In Store,296,296,Friday,24.957123985171275
2023-01-13 09:00:00,297,2,3,10.776801798537502,West,Credit Card,False,Sunny,24.17325780603233,Poor,Neutral,17,Online Order,297,297,Friday,32.3304053956125
2023-01-13 10:00:00,298,8,1,17.987302478335327,East,Cash,True,Rainy,20.92411977938704,Poor,Positive,40,Phone Order,298,298,Friday,17.987302478335327
2023-01-13 11:00:00,299,5,1,12.13951596517484,North,Cash,True,Sunny,22.437476232116623,Good,Neutral,45,In Store,299,299,Friday,12.13951596517484
2023-01-13 12:00:00,300,4,4,6.664662868777222,South,Credit Card,False,Rainy,33.425507882801554,Poor,Positive,22,Online Order,300,300,Friday,26.658651475108886
2023-01-13 13:00:00,301,6,5,14.516362179298754,East,Cash,True,Sunny,30.290363359038366,Average,Negative,57,In Store,301,301,Friday,72.58181089649378
2023-01-13 14:00:00,302,5,3,16.561709273958197,North,Online,False,Cloudy,23.748525824553347,Good,Neutral,22,Phone Order,302,302,Friday,49.68512782187459
2023-01-13 15:00:00,303,7,5,5.0432187749842186,East,Online,False,Cloudy,20.984011474175443,Excellent,Neutral,49,Online Order,303,303,Friday,25.216093874921093
2023-01-13 16:00:00,304,2,4,17.884350281309445,East,Cash,True,Sunny,30.359229685799544,Good,Positive,53,Phone Order,304,304,Friday,71.53740112523778
2023-01-13 17:00:00,305,4,1,7.790345000084985,East,Credit Card,True,Sunny,28.58611588951648,Excellent,Neutral,42,In Store,305,305,Friday,7.790345000084985
2023-01-13 18:00:00,306,7,5,13.281040469800669,East,Online,True,Rainy,26.067792866873525,Excellent,Negative,18,In Store,306,306,Friday,66.40520234900335
2023-01-13 19:00:00,307,8,5,11.236962510311752,East,Credit Card,True,Rainy,25.45417173785096,Average,Negative,30,In Store,307,307,Friday,56.18481255155877
2023-01-13 20:00:00,308,7,1,15.794807249157955,North,Online,True,Rainy,23.252214138936623,Poor,Negative,27,Online Order,308,308,Friday,15.794807249157955
2023-01-13 21:00:00,309,3,3,10.567424221786126,South,Cash,False,Cloudy,27.154342182681738,Poor,Positive,34,Online Order,309,309,Friday,31.70227266535838
2023-01-13 22:00:00,310,3,1,18.046447650225662,South,Credit Card,True,Cloudy,34.56002041690806,Good,Neutral,19,Online Order,310,310,Friday,18.046447650225662
2023-01-13 23:00:00,311,1,5,15.957445414381851,South,Credit Card,False,Cloudy,22.635728687552387,Poor,Positive,51,Online Order,311,311,Friday,79.78722707190927
2023-01-14 00:00:00,312,4,3,14.715697565943822,South,Credit Card,True,Cloudy,27.154342182681738,Average,Negative,34,In Store,312,312,Saturday,44.14709269783147
2023-01-14 01:00:00,313,8,3,16.943608933442814,North,Online,True,Rainy,26.36277583618964,Good,Neutral,38,In Store,313,313,Saturday,50.83082680032844
2023-01-14 02:00:00,314,0,1,16.310345523925733,West,Online,True,Cloudy,27.154342182681738,Good,Negative,50,In Store,314,314,Saturday,16.310345523925733
2023-01-14 03:00:00,315,3,5,5.5390801238233,West,Online,False,Cloudy,23.812209201917216,Good,Neutral,48,Online Order,315,315,Saturday,27.6954006191165
2023-01-14 04:00:00,316,4,4,10.921015307672423,North,Cash,True,Cloudy,32.37702313492129,Poor,Neutral,59,Online Order,316,316,Saturday,43.68406123068969
2023-01-14 05:00:00,317,0,5,18.962109459747342,North,Online,False,Cloudy,27.278834062208617,Poor,Positive,48,In Store,317,317,Saturday,94.81054729873674
2023-01-14 06:00:00,318,1,2,6.885864034883394,East,Cash,False,Sunny,28.15108778297396,Poor,Neutral,33,In Store,318,318,Saturday,13.771728069766787
2023-01-14 07:00:00,319,7,4,16.05644825648077,East,Credit Card,False,Rainy,24.571413691959886,Good,Negative,31,Online Order,319,319,Saturday,64.22579302592308
2023-01-14 08:00:00,320,3,3,19.618877170029947,East,Credit Card,True,Rainy,22.727126985004247,Good,unknown,19,Phone Order,320,320,Saturday,58.85663151008984
2023-01-14 09:00:00,321,4,4,5.782979435674575,South,Cash,False,Cloudy,21.28865582304231,Excellent,Negative,39,In Store,321,321,Saturday,23.1319177426983
2023-01-14 10:00:00,322,5,3,15.232908209399158,East,Online,True,Sunny,30.71178711387374,Excellent,Positive,32,In Store,322,322,Saturday,45.69872462819748
2023-01-14 11:00:00,323,0,3,12.022312119515457,West,Cash,False,Rainy,22.943514225317838,Poor,Negative,22,In Store,323,323,Saturday,36.06693635854637
2023-01-14 12:00:00,324,7,4,13.687628830620833,South,Credit Card,True,Rainy,30.35113031283197,Good,unknown,41,Online Order,324,324,Saturday,54.75051532248333
2023-01-14 13:00:00,325,3,3,6.280120047264873,East,Credit Card,False,Cloudy,25.855646690704308,Poor,Negative,29,In Store,325,325,Saturday,18.84036014179462
2023-01-14 14:00:00,326,8,3,5.6451042780040925,South,Cash,True,Cloudy,26.236622014844773,Poor,Negative,59,In Store,326,326,Saturday,16.93531283401228
2023-01-14 15:00:00,327,0,2,15.002999908263826,West,Online,True,Rainy,27.03766244139157,Excellent,Neutral,27,In Store,327,327,Saturday,30.00599981652765
2023-01-14 16:00:00,328,3,5,17.349641447310766,East,Online,True,Rainy,25.515627621913147,Average,Negative,30,In Store,328,328,Saturday,86.74820723655384
2023-01-14 17:00:00,329,0,5,16.73023002399451,West,Cash,False,Sunny,21.50929965833885,Poor,Neutral,36,In Store,329,329,Saturday,83.65115011997254
2023-01-14 18:00:00,330,7,2,13.15708591799356,West,Cash,False,Rainy,24.64447715004269,Average,Positive,34,Phone Order,330,330,Saturday,26.31417183598712
2023-01-14 19:00:00,331,3,4,6.498002317042673,West,Online,True,Rainy,29.95601541040908,Average,Negative,27,Phone Order,331,331,Saturday,25.99200926817069
2023-01-14 20:00:00,332,2,1,15.320666657540208,East,Credit Card,False,Cloudy,29.986766022033063,Good,Positive,34,In Store,332,332,Saturday,15.320666657540208
2023-01-14 21:00:00,333,4,1,8.628333253312189,North,Cash,False,Rainy,24.29336460859992,Good,Negative,16,In Store,333,333,Saturday,8.628333253312189
2023-01-14 22:00:00,334,7,1,18.666030541510757,East,Online,False,Cloudy,26.90153939836532,Poor,Negative,49,In Store,334,334,Saturday,18.666030541510757
2023-01-14 23:00:00,335,0,2,17.573980393185572,West,Online,False,Rainy,22.901708420179062,Excellent,Positive,33,In Store,335,335,Saturday,35.147960786371144
2023-01-15 00:00:00,336,8,2,15.640744506310863,East,Credit Card,False,Rainy,23.155581222947536,Excellent,Negative,59,Online Order,336,336,Sunday,31.281489012621726
2023-01-15 01:00:00,337,5,3,19.23268933746696,West,Credit Card,False,Rainy,20.345706326099112,Poor,Negative,51,Online Order,337,337,Sunday,57.69806801240088
2023-01-15 02:00:00,338,0,1,5.471327322669094,North,Credit Card,False,Sunny,33.451198248616166,Poor,Positive,20,Online Order,338,338,Sunday,5.471327322669094
2023-01-15 03:00:00,339,4,4,16.043006375911432,South,Credit Card,True,Cloudy,23.160599976123592,Excellent,Negative,28,Phone Order,339,339,Sunday,64.17202550364573
2023-01-15 04:00:00,340,3,4,9.95364169004608,North,Credit Card,True,Sunny,23.41300815404695,Average,Neutral,18,In Store,340,340,Sunday,39.81456676018432
2023-01-15 05:00:00,341,5,1,18.59098828529548,North,Cash,False,Rainy,24.194021489676977,Poor,Negative,36,Online Order,341,341,Sunday,18.59098828529548
